Title,Worldwide Earnings,Domestic Earnings,Domestic Percent Earnings,Foreign Earnings,Foreign Percent Earnings,Year
Gran Turismo,122101055,44428554,36.4,77672501,63.6,2023
Poor Things,117625455,34553225,29.4,83072230,70.6,2023
Haunted Mansion,117449790,67653287,57.6,49796503,42.4,2023
Godzilla Minus One,115857413,56418793,48.7,59438620,51.3,2023
Pathaan,112583450,17487476,15.5,95095974,84.5,2023
Saw X,111823047,53607898,47.9,58215149,52.1,2023
Detective Conan: Black Iron Submarine,106771806,0,0.0,106771806,100.0,2023
The Creator,104272136,40774679,39.1,63497457,60.9,2023
12.12: The Day,97476565,0,0.0,97476565,100.0,2023
Animal,92870950,15004482,16.2,77866468,83.8,2023
Talk to Me,92181735,48299436,52.4,43882299,47.6,2023
Air,90060106,52460106,58.3,37600000,41.7,2023
Cocaine Bear,88314672,64670240,73.2,23644432,26.8,2023
No Hard Feelings,87256407,50452282,57.8,36804125,42.2,2023
The Roundup: No Way Out,83410298,909411,1.1,82500887,98.9,2023
The Pope's Exorcist,76987621,20009380,26.0,56978241,74.0,2023
Plane,74515586,32111181,43.1,42404405,56.9,2023
Titanic 25 Year Anniversary,70157472,15033795,21.4,55123677,78.6,2023
The Color Purple,67519191,60619191,89.8,6900000,10.2,2023
The Boogeyman,67307243,43244282,64.2,24062961,35.8,2023
65,60730568,32062904,52.8,28667664,47.2,2023
Spy x Family Code: White,59629242,8110042,13.6,51519200,86.4,2023
Magic Mike's Last Dance,57105156,26005156,45.5,31100000,54.5,2023
Demon Slayer: Kimetsu No Yaiba 0 To the Swordsmith Village,56319794,10117806,18.0,46201988,82.0,2023
One Life,56205538,5716885,10.2,50488653,89.8,2023
The Boys in the Boat,55501365,52641306,94.8,2860059,5.2,2023
Knock at the Cabin,54760947,35397980,64.6,19362967,35.4,2023
Mummies,54475970,4275970,7.8,50200000,92.2,2023
Jesus Revolution,54295801,52102987,96.0,2192814,4.0,2023
Asteroid City,53857743,28153025,52.3,25704718,47.7,2023
The Zone of Interest,52582035,8659464,16.5,43922571,83.5,2023
Operation Fortune: Ruse de Guerre,48983306,6496125,13.3,42487181,86.7,2023
Missing,48767848,32502025,66.6,16265823,33.4,2023
There's Still Tomorrow,48489294,0,0.0,48489294,100.0,2023
Thanksgiving,46553280,31908884,68.5,14644396,31.5,2023
Asterix & Obelix: The Middle Kingdom,46497678,0,0.0,46497678,100.0,2023
Ruby Gillman: Teenage Kraken,45657745,15753600,34.5,29904145,65.5,2023
The Holdovers,45478184,20355375,44.8,25122809,55.2,2023
The Iron Claw,45202541,35070296,77.6,10132245,22.4,2023
Son of a Rich 2,44718015,0,0.0,44718015,100.0,2023
Renaissance: A Film by Beyoncé,43989684,33889684,77.0,10100000,23.0,2023
Ferrari,43336670,18550028,42.8,24786642,57.2,2023
Past Lives,42543213,11185625,26.3,31357588,73.7,2023
80 for Brady,40362938,39330588,97.4,1032350,2.6,2023
Miraculous: Ladybug & Cat Noir the Movie,40209224,0,0.0,40209224,100.0,2023
My Big Fat Greek Wedding 3,38831076,28496030,73.4,10335046,26.6,2023
The Expendables 4,37917985,16710153,44.1,21207832,55.9,2023
Doraemon the Movie: Nobita's Sky Utopia,37475850,0,0.0,37475850,100.0,2023
Smugglers,36851831,0,0.0,36851831,100.0,2023
Kingdom 3: The Flame of Destiny,36259522,0,0.0,36259522,100.0,2023
Ride On,36258730,128950,0.4,36129780,99.6,2023
Strays,36071267,23988885,66.5,12082382,33.5,2023
Anatomy of a Fall,35947604,5076369,14.1,30871235,85.9,2023
The Bremen Town Musicians,34596570,0,0.0,34596570,100.0,2023
Noryang: Deadly Sea,34210966,315245,0.9,33895721,99.1,2023
Alibi.com 2,34114308,0,0.0,34114308,100.0,2023
Priscilla,33111634,20960939,63.3,12150695,36.7,2023
Don't Call it Mystery: The Movie,32488540,0,0.0,32488540,100.0,2023
The Three Musketeers 0 Part I: D'Artagnan,32375003,0,0.0,32375003,100.0,2023
Tokyo MER,30239900,0,0.0,30239900,100.0,2023
Concrete Utopia,30077348,0,0.0,30077348,100.0,2023
BTS: Yet to Come in Cinemas,29291883,8093270,27.6,21198613,72.4,2023
Book Club: The Next Chapter,29014500,17581565,60.6,11432935,39.4,2023
I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023),28933626,0,0.0,28933626,100.0,2023
Jawan,28499044,15198530,53.3,13300514,46.7,2023
The Wish of the Fairy Fish,28218581,0,0.0,28218581,100.0,2023
Toy Story 2023 Re0release,27503758,0,0.0,27503758,100.0,2023
Renfield,26493921,17297895,65.3,9196026,34.7,2023
Perfect Days,25417760,3766668,14.8,21651092,85.2,2023
Gravity 2023 Re0release (10th Anniversary),24981634,0,0.0,24981634,100.0,2023
Frozen 2023 Re0release (Sing 0A0Long),24395877,0,0.0,24395877,100.0,2023
Shin Jigen! Crayon Shin0chan the Movie,23655553,0,0.0,23655553,100.0,2023
The Challenge,23219519,0,0.0,23219519,100.0,2023
American Fiction,22483370,21098470,93.8,1384900,6.2,2023
Radical,21791709,8702731,39.9,13088978,60.1,2023
The Last Voyage of the Demeter,21786275,13637180,62.6,8149095,37.4,2023
Guy Ritchie's the Covenant,21632392,16938039,78.3,4694353,21.7,2023
Are You There God? It's Me Margaret.,21464043,20372406,94.9,1091637,5.1,2023
IDOLiSH7 Movie: LIVE 4bit 0 BEYOND THE PERiOD,21112012,0,0.0,21112012,100.0,2023
Saltburn,21026167,11425829,54.3,9600338,45.7,2023
Dumb Money,20703794,13925356,67.3,6761614,32.7,2023
All of Us Strangers,20226058,4050103,20.0,16175955,80.0,2023
My Happy Marriage,19506407,0,0.0,19506407,100.0,2023
The House of No Man,19490980,0,0.0,19490980,100.0,2023
Retribution,18685751,6937696,37.1,11748055,62.9,2023
Next Goal Wins,18648802,6713826,36.0,11934976,64.0,2023
Love Reset,18425590,0,0.0,18425590,100.0,2023
The Blackening,18169453,17707207,97.5,462246,2.5,2023
About My Father,18167819,12089391,66.5,6078428,33.5,2023
The Birth of Kitaro: Mystery of GeGeGe,18136207,0,0.0,18136207,100.0,2023
Mavka: The Forest Song,17974964,0,0.0,17974964,100.0,2023
The Blind,17265487,17265487,100.0,0,0.0,2023
Tokyo Revengers 2: Bloody Halloween 0 Destiny,17216567,0,0.0,17216567,100.0,2023
Hypnotic,16281937,4500169,27.6,11781768,72.4,2023
The Legend & Butterfly,16087771,0,0.0,16087771,100.0,2023
Die drei ??? 0 Erbe des Drachen,15860016,0,0.0,15860016,100.0,2023
Shin Kamen Rider,15835414,0,0.0,15835414,100.0,2023
Dunki,15473051,7460159,48.2,8012892,51.8,2023
The Three Musketeers 0 Part II: Milady,15432295,0,0.0,15432295,100.0,2023
Only 3 Days Left,15152854,0,0.0,15152854,100.0,2023
Tonde Saitama: Biwako Yori Ai o Komete,15107891,0,0.0,15107891,100.0,2023
A Guilty Conscience,14911562,0,0.0,14911562,100.0,2023
Epic Tails,14883959,355088,2.4,14528871,97.6,2023
Tokyo Revengers 2: Bloody Halloween 0 Decisive Battle,14584970,0,0.0,14584970,100.0,2023
Dr. Cheon and Lost Talisman,14574445,84362,0.6,14490083,99.4,2023
Jeanne du Barry,14344699,0,0.0,14344699,100.0,2023
Sisu,14281199,7265622,50.9,7015577,49.1,2023
Rehragout0Rendezvous,14127069,0,0.0,14127069,100.0,2023
A Moroccan Affair,14075140,0,0.0,14075140,100.0,2023
His Only Son,13817186,12392740,89.7,1424446,10.3,2023
The Point Men,13433834,0,0.0,13433834,100.0,2023
Manta Manta: Legacy,13078126,0,0.0,13078126,100.0,2023
Three heroes and the Navel of the Earth,13028535,0,0.0,13028535,100.0,2023
Bottoms,12976079,12036071,92.8,940008,7.2,2023
Championext,12877645,0,0.0,12877645,100.0,2023
Dream Scenario,12763763,5742193,45.0,7021570,55.0,2023
Love Again,12696584,6230837,49.1,6465747,50.9,2023
Beau Is Afraid,12337378,8176562,66.3,4160816,33.7,2023
The Shift,12238643,12118219,99.0,120424,1.0,2023
Salaar,11958548,8929282,74.7,3029266,25.3,2023
After Death,11830860,11478326,97.0,352534,3.0,2023
Tiger 3,11713932,5365263,45.8,6348669,54.2,2023
Face Off 6: The Ticket of Destiny,11538081,0,0.0,11538081,100.0,2023
Jungle Bunch: Operation Meltdown,11505418,831200,7.2,10674218,92.8,2023
Silent Night,11067228,8012103,72.4,3055125,27.6,2023
What's Love Got to Do with It?,11065050,0,0.0,11065050,100.0,2023
Sleep,11022466,0,0.0,11022466,100.0,2023
Samurai Beyond Admiration Record to the World's Best,10876188,0,0.0,10876188,100.0,2023
Honey Sweet,10766032,0,0.0,10766032,100.0,2023
The Machine,10664328,10458331,98.1,205997,1.9,2023
After Everything,10644463,0,0.0,10644463,100.0,2023
The Crime Is Mine,10432369,122083,1.2,10310286,98.8,2023
The Nightmare Before Christmas 30th Anniversary Re0Release,10431631,10251956,98.3,179675,1.7,2023
The Great Escaper,10265608,0,0.0,10265608,100.0,2023
Freelance,10197391,5314136,52.1,4883255,47.9,2023
Sun and Concrete,10119958,0,0.0,10119958,100.0,2023
Cobweb,10091821,0,0.0,10091821,100.0,2023
The Peasants,10053062,155188,1.5,9897874,98.5,2023
The Taste of Things,9973327,2654510,26.6,7318817,73.4,2023
Talk to Her Undated France Release,9550733,0,0.0,9549770,100.0,2023
House Party,9285747,9002247,96.9,283500,3.1,2023
Rafadan Tayfa 4: Hayrimatör,9156422,0,0.0,9156422,100.0,2023
The Animal Kingdom,9138503,11767,0.1,9126736,99.9,2023
All Your Faces,9065011,0,0.0,9065011,100.0,2023
Cats in the Museum,9019640,0,0.0,9019640,100.0,2023
The Wandering Earth II,8854786,5023132,56.7,3831654,43.3,2023
Father & Soldier,8598322,0,0.0,8598322,100.0,2023
PreCure All Stars F,8557763,0,0.0,8557763,100.0,2023
Dream,8317251,0,0.0,8317251,100.0,2023
Vacaciones de verano,8209854,0,0.0,8209854,100.0,2023
On the Wandering Paths,8187125,0,0.0,8187125,100.0,2023
Weekend Rebels,8184539,0,0.0,8184539,100.0,2023
Ransomed,8101634,142101,1.8,7959533,98.2,2023
Checker Tobi und die Reise zu den fliegenden Flüssen,7953344,0,0.0,7953344,100.0,2023
The Silent Service,7836539,0,0.0,7836539,100.0,2023
Inside Out 2,1595983694,637852840,40.0,958130854,60.0,2024
Deadpool & Wolverine,1043180185,506937007,48.6,536243178,51.4,2024
Despicable Me 4,808537571,332583715,41.1,475953856,58.9,2024
Dune: Part Two,711844358,282144358,39.6,429700000,60.4,2024
Godzilla x Kong: The New Empire,567650016,196350016,34.6,371300000,65.4,2024
Kung Fu Panda 4,547820030,193590620,35.3,354229410,64.7,2024
Bad Boys: Ride or Die,400124003,193375986,48.3,206748017,51.7,2024
Kingdom of the Planet of the Apes,397366385,171118400,43.1,226247985,56.9,2024
Twisters,313866855,225866855,72.0,88000000,28.0,2024
A Quiet Place: Day One,260894737,138694737,53.2,122200000,46.8,2024
The Garfield Movie,227064902,91859556,40.5,135205346,59.5,2024
Ghostbusters: Frozen Empire,201856657,113376590,56.2,88480067,43.8,2024
IF,190146808,111149917,58.5,78996891,41.5,2024
Bob Marley: One Love,180746602,96893170,53.6,83853432,46.4,2024
The Fall Guy,178372311,92900355,52.1,85471956,47.9,2024
Furiosa: A Mad Max Saga,172775791,67475791,39.1,105300000,60.9,2024
The Beekeeper,152720535,66220535,43.4,86500000,56.6,2024
Civil War,122533193,68603430,56.0,53929763,44.0,2024
Detective Conan: The Million-Dollar Pentagram,106751233,0,0.0,106751233,100.0,2024
Madame Web,100298817,43817106,43.7,56481711,56.3,2024
Exhuma,97986040,2310900,2.4,95675140,97.6,2024
Argylle,96221031,45207275,47.0,51013756,53.0,2024
Longlegs,94250549,71791631,76.2,22458918,23.8,2024
Challengers,94219408,50119408,53.2,44100000,46.8,2024
It Ends with Us,93384596,63432082,67.9,29952514,32.1,2024
Haikyuu!! The Dumpster Battle,93220807,7071622,7.6,86149185,92.4,2024
The Roundup: Punishment,83539202,1154475,1.4,82384727,98.6,2024
A Little Something Extra,77015599,0,0.0,77015599,100.0,2024
Night Swim,54744768,32494740,59.4,22250028,40.6,2024
The First Omen,53845880,20092802,37.3,33753078,62.7,2024
Back to Black,50856606,6157705,12.1,44698901,87.9,2024
Tarot,49127750,18771004,38.2,30356746,61.8,2024
The Count of Monte-Cristo,48137114,0,0.0,48137114,100.0,2024
The Strangers: Chapter 1,47758326,35202562,73.7,12555764,26.3,2024
Trap,47179448,30479448,64.6,16700000,35.4,2024
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,44354825,17657658,39.8,26697167,60.2,2024
Imaginary,43600455,28009161,64.2,15591294,35.8,2024
Abigail,42411043,25867515,61.0,16543528,39.0,2024
Arthur the King,40835924,25049006,61.3,15786918,38.7,2024
Fly Me to the Moon,40540700,20317630,50.1,20223070,49.9,2024
The Bikeriders,35625207,21714630,61.0,13910577,39.0,2024
Monkey Man,35004952,25116955,71.8,9887997,28.2,2024
Horizon: An American Saga - Chapter 1,34258604,29035702,84.8,5222902,15.2,2024
The Watchers,32971404,19071404,57.8,13900000,42.2,2024
Doraemon the Movie: Nobita's Earth Symphony,32759618,0,0.0,32759618,100.0,2024
Mobile Suit Gundam Seed Freedom,32125992,0,0.0,32125992,100.0,2024
A Strange House,30864331,0,0.0,30864331,100.0,2024
Chantal in Fairyland,28567561,0,0.0,28567561,100.0,2024
Immaculate,28414678,15671307,55.2,12743371,44.8,2024
The Master and Margarita,27989335,0,0.0,27989335,100.0,2024
The Ministry of Ungentlemanly Warfare,27403786,20535053,74.9,6868733,25.1,2024
Wicked Little Letters,27024623,5008179,18.5,22016444,81.5,2024
Kalki 2898 AD,25341218,18289575,72.2,7051643,27.8,2024
Kingdom 4: Return of the Great General,22954872,0,0.0,22954872,100.0,2024
Mai,21714524,0,0.0,21714524,100.0,2024
Autumn and the Black Jaguar,21495226,0,0.0,21495226,100.0,2024
Unsung Hero,21195064,20335239,95.9,859825,4.1,2024
MaXXXine,20879276,15082039,72.2,5797237,27.8,2024
Lyod 3,20615744,0,0.0,20615744,100.0,2024
Ordinary Angels,20566982,19174421,93.2,1392561,6.8,2024
Cabrini,20457011,19512134,95.4,944877,4.6,2024
Pilot,20297907,0,0.0,20297907,100.0,2024
La planète des singes une odyssée de l'espèce,19515102,0,0.0,19515102,100.0,2024
Star Wars: Episode I - The Phantom Menace 2024 Re-release,19429994,13029994,67.1,6400000,32.9,2024
Face Off 7: One Wish,19353760,0,0.0,19353760,100.0,2024
Golden Kamuy,19077748,0,0.0,19077748,100.0,2024
Harold and the Purple Crayon,19072061,13985241,73.3,5086820,26.7,2024
Cocorico,18037432,0,0.0,18037432,100.0,2024
Escape,17868057,251793,1.4,17616264,98.6,2024
Guest from the Future,17744561,0,0.0,17744561,100.0,2024
Twilight of the Warriors: Walled In,16506349,144871,0.9,16361478,99.1,2024
Kleks Academy,15348026,0,0.0,15348026,100.0,2024
Borderlands,14959526,10239545,68.4,4719981,31.6,2024
The Chosen: S4 Episodes 1-3,14873918,14409169,96.9,464749,3.1,2024
Late Night with the Devil,14847115,10001000,67.4,4846115,32.6,2024
Hijack 1971,14076578,242069,1.7,13834509,98.3,2024
Kinds of Kindness,13507340,5038931,37.3,8468409,62.7,2024
Blue Lock: Episode Nagi,13381837,1855384,13.9,11526453,86.1,2024
Article 370,13222021,1088790,8.2,12133231,91.8,2024
Letuchiy korabl,12886684,0,0.0,12886684,100.0,2024
Love Lies Bleeding,12604176,8335797,66.1,4268379,33.9,2024
Handsome Guys,12391582,0,0.0,12391582,100.0,2024
Citizen of a Kind,11976305,0,0.0,11976305,100.0,2024
Sound of Hope: The Story of Possum Trot,11607239,11607239,100.0,0,0.0,2024
Maison de retraite 2,11196943,0,0.0,11196943,100.0,2024
Father There is Only One 4,11144131,0,0.0,11144131,100.0,2024
A Million Minutes,11077140,0,0.0,11077140,100.0,2024
Cat and Dog,10718048,0,0.0,10718048,100.0,2024
Alienoid: The Return to the Future,10693858,60720,0.6,10633138,99.4,2024
Lisa Frankenstein,9927714,9774285,98.5,153429,1.5,2024
The Exorcism,9483691,4530418,47.8,4953273,52.2,2024
The Chosen: S4 Episodes 4-6,9482744,9482744,100.0,0,0.0,2024
Thelma,9438984,8707914,92.3,731070,7.7,2024
A Smile Doesn't Lie,9211570,0,0.0,9211570,100.0,2024
Onegin,9201680,0,0.0,9201680,100.0,2024
Abudeka Is Back,9163586,0,0.0,9163586,100.0,2024
Lohusa,8809952,0,0.0,8809952,100.0,2024
Following,8793810,0,0.0,8793810,100.0,2024
Dear Family,8528605,0,0.0,8528605,100.0,2024
Uma Musume: Pretty Derby - Beginning of a New Era,8501860,0,0.0,8501860,100.0,2024
The Birth of Korea,8022137,0,0.0,8022137,100.0,2024
Un mondo a parte,7933123,0,0.0,7933123,100.0,2024
Drive-Away Dolls,7931124,5028215,63.4,2902909,36.6,2024
The Chosen: S4 Episodes 7-8,7768191,7729152,99.5,39039,0.5,2024
Look Back,7535037,0,0.0,7535037,100.0,2024
Ducobu passe au vert!,7510050,0,0.0,7510050,100.0,2024
Kolpaçino 4 4'lük,7343114,0,0.0,7343114,100.0,2024
Yolo,7241348,2001584,27.6,5239764,72.4,2024
Sight,7205755,7205755,100.0,0,0.0,2024
Land of Bad,6938728,4620045,66.6,2318683,33.4,2024
SUGA: Agust D Tour 'D-DAY' the Movie,6791851,1951896,28.7,4839955,71.3,2024
April Come She Will,6719810,0,0.0,6719810,100.0,2024
Major Grom: The Game,6677169,0,0.0,6677169,100.0,2024
Troll Factory,6676327,0,0.0,6676327,100.0,2024
I.S.S.,6605079,6573799,99.5,31280,0.5,2024
10 Lives,6592377,0,0.0,6592377,100.0,2024
Baghead,6550820,0,0.0,6550820,100.0,2024
The Book of Clarence,6205230,6132813,98.8,72417,1.2,2024
Columbia 100th Anniversary Series Columbia 100th Anniversary Series,6013515,6013515,100.0,0,0.0,2024
Project Silence,6007712,0,0.0,6007712,100.0,2024
Force of Nature: The Dry 2,5786313,58690,1.0,5727623,99.0,2024
Dragonkeeper,5501438,805091,14.6,4696347,85.4,2024
N'avoue jamais,5374417,0,0.0,5374417,100.0,2024
Matching,5348492,0,0.0,5348492,100.0,2024
Kyu Ju Sai. Nani ga Medetai,5285231,0,0.0,5285231,100.0,2024
Hit Man,5265220,0,0.0,5265220,100.0,2024
I Saw the TV Glow,5208941,5017817,96.3,191124,3.7,2024
The Goat Life,5138042,625000,12.2,4513042,87.8,2024
Frères,5127599,0,0.0,5127599,100.0,2024
Table for Six 2,4871447,0,0.0,4871447,100.0,2024
GHOST: Rite Here Rite Now,4772954,2647702,55.5,2125252,44.5,2024
In a Violent Nature,4546186,4229999,93.0,316187,7.0,2024
18×2 Beyond Youthful Days,4512194,0,0.0,4512194,100.0,2024
No Way Up,4465228,148582,3.3,4316646,96.7,2024
Anweshippin Kandethum,4459155,0,0.0,4459155,100.0,2024
Our Folks: The Beginning,4433525,0,0.0,4433525,100.0,2024
El Roomie,4418253,0,0.0,4418253,100.0,2024
La familia Benetón,4355202,0,0.0,4355202,100.0,2024
Wonderland,4270030,0,0.0,4270030,100.0,2024
Noah's Ark,4185520,0,0.0,4185520,100.0,2024
Meet the Leroys,4180181,0,0.0,4180181,100.0,2024
Maria Montessori,4175860,0,0.0,4175860,100.0,2024
I soliti idioti 3: Il ritorno,4174340,0,0.0,4174340,100.0,2024
How to Make Millions Before Grandma Dies,4099079,0,0.0,4099079,100.0,2024
Crew,4015089,1500000,37.4,2515089,62.6,2024
Dune: Part One 2024 Re-release,3995610,0,0.0,3995610,100.0,2024
Cuckoo,3946664,3882280,98.4,64384,1.6,2024
Babes,3867121,3800038,98.3,67083,1.7,2024
Fighter,3800771,1000000,26.3,2800771,73.7,2024
Manjummel Boys,3784106,0,0.0,3784106,100.0,2024
The Second Act,3781122,0,0.0,3781122,100.0,2024
Daaaaaali!,3766743,0,0.0,3766743,100.0,2024
Gap Lai Chi Bau,3749297,0,0.0,3749297,100.0,2024
Jatt & Juliet 3,3701206,1515000,40.9,2186206,59.1,2024
Aavesham,3694257,0,0.0,3694257,100.0,2024
Ezra,3625005,2631460,72.6,993545,27.4,2024
Onmyoji Zero,3566021,0,0.0,3566021,100.0,2024
Pare parecchio Parigi,3560667,0,0.0,3560667,100.0,2024
Breaking Point,3559250,0,0.0,3559250,100.0,2024
Detective Conan vs. Kid the Phantom Thief,3546772,0,0.0,3546772,100.0,2024
Zápisník alkoholicky,3532733,0,0.0,3532733,100.0,2024
The Moon Thieves,3522654,0,0.0,3522654,100.0,2024
The Plot,3490849,0,0.0,3490849,100.0,2024
Peppa's Cinema Party,3473576,0,0.0,3473576,100.0,2024
Shrek 2 2024 Re-release,3427910,3427910,100.0,0,0.0,2024
3391 Kilometres,3424225,0,0.0,3424225,100.0,2024
The Lord of the Rings: The Fellowship of the Ring 2024 Re-release,3392950,3256658,96.0,135895,4.0,2024
The Buried Talent,3387736,0,0.0,3387736,100.0,2024
Manyunya. Priklyucheniya v Moskve,3381430,0,0.0,3381430,100.0,2024
Lovesick Ellie,3365139,0,0.0,3365139,100.0,2024
Bocchi the Rock! Re:,3350047,0,0.0,3350047,100.0,2024
Boléro,3335618,0,0.0,3335618,100.0,2024
La petite vadrouille,3285001,0,0.0,3285001,100.0,2024
Let's Go! Anpanman: Baikinman and Lulun,3279803,0,0.0,3279803,100.0,2024
Gondola,3278905,0,0.0,3278905,100.0,2024
Boy Kills World,3269468,2626127,80.3,643341,19.7,2024
Lucky Winners,3256901,0,0.0,3256901,100.0,2024
Baby boom or Eggnog 5,3236512,0,0.0,3236512,100.0,2024
The Fabulous Four,3211180,2836571,88.3,374609,11.7,2024
The Lord of the Rings: The Two Towers 2024 Re-release,3204720,2566412,80.1,635532,19.8,2024
2024 Oscar Nominated Short Films: Documentary,3162293,3162293,100.0,0,0.0,2024
The Good Teacher,3120799,0,0.0,3120799,100.0,2024
Budda. Dzieciak '98,3085668,0,0.0,3085668,100.0,2024
Loving Bali,3069304,0,0.0,3069304,100.0,2024
The Long Game,3060040,3060040,100.0,0,0.0,2024
Tri bogatyrya. Ni dnya bez podviga,3044127,0,0.0,3044127,100.0,2024
White Bird,3039128,0,0.0,3039128,100.0,2024
Kensuke's Kingdom,3028140,0,0.0,3028140,100.0,2024
Voditel-oligarkh,2971712,0,0.0,2971712,100.0,2024
Too Old for Fairy Tales 2,2962925,0,0.0,2962925,100.0,2024
Siccin 7,2947685,0,0.0,2947685,100.0,2024
